SystemCodeNumber,Capacity,Occupancy,LastUpdated,Occupancy Rate (%)
BHMNCPNST01,485,269,2016-11-19 12:04:16,55.46
BHMNCPNST01,485,286,2016-11-19 12:31:16,58.97
BHMNCPNST01,485,307,2016-11-19 13:04:16,63.3
BHMNCPNST01,485,341,2016-11-19 13:31:17,70.31
BHMNCPNST01,485,382,2016-11-19 14:04:17,78.76
BHMNCPNST01,485,390,2016-11-19 14:31:17,80.41
BHMNCPNST01,485,413,2016-11-19 15:04:16,85.15
BHMNCPNST01,485,411,2016-11-19 15:31:17,84.74
BHMNCPNST01,485,406,2016-11-19 16:04:17,83.71
BHMNCPNST01,485,390,2016-11-19 16:31:15,80.41
BHMNCPNST01,485,215,2016-11-20 7:41:21,44.33
BHMNCPNST01,485,211,2016-11-20 8:27:22,43.51
BHMNCPNST01,485,210,2016-11-20 9:01:19,43.3
BHMNCPNST01,485,208,2016-11-20 9:27:19,42.89
BHMNCPNST01,485,214,2016-11-20 10:01:20,44.12
BHMNCPNST01,485,216,2016-11-20 10:27:22,44.54
BHMNCPNST01,485,216,2016-11-20 11:01:22,44.54
BHMNCPNST01,485,220,2016-11-20 11:27:22,45.36
BHMNCPNST01,485,228,2016-11-20 12:01:20,47.01
BHMNCPNST01,485,224,2016-11-20 12:34:23,46.19
BHMNCPNST01,485,238,2016-11-20 13:07:23,49.07
BHMNCPNST01,485,242,2016-11-20 13:27:23,49.9
BHMNCPNST01,485,248,2016-11-20 14:01:22,51.13
BHMNCPNST01,485,258,2016-11-20 14:27:22,53.2
BHMNCPNST01,485,260,2016-11-20 15:01:23,53.61
BHMNCPNST01,485,250,2016-11-20 15:27:24,51.55
BHMNCPNST01,485,241,2016-11-20 16:01:22,49.69
BHMNCPNST01,485,232,2016-11-20 16:31:21,47.84
BHMNCPNST01,485,155,2016-11-21 8:04:26,31.96
BHMNCPNST01,485,168,2016-11-21 8:31:30,34.64
BHMNCPNST01,485,184,2016-11-21 9:04:26,37.94
BHMNCPNST01,485,197,2016-11-21 9:31:26,40.62
BHMNCPNST01,485,225,2016-11-21 10:04:29,46.39
BHMNCPNST01,485,252,2016-11-21 10:31:26,51.96
BHMNCPNST01,485,268,2016-11-21 11:04:29,55.26
BHMNCPNST01,485,277,2016-11-21 11:30:28,57.11
BHMNCPNST01,485,281,2016-11-21 11:57:30,57.94
BHMNCPNST01,485,285,2016-11-21 12:31:29,58.76
BHMNCPNST01,485,286,2016-11-21 12:57:27,58.97
BHMNCPNST01,485,285,2016-11-21 13:31:30,58.76
BHMNCPNST01,485,286,2016-11-21 14:04:30,58.97
BHMNCPNST01,485,278,2016-11-21 14:31:30,57.32
BHMNCPNST01,485,270,2016-11-21 14:57:31,55.67
BHMNCPNST01,485,249,2016-11-21 15:31:28,51.34
BHMNCPNST01,485,240,2016-11-21 15:57:30,49.48
BHMNCPNST01,485,213,2016-11-21 16:31:30,43.92
BHMNCPNST01,485,192,2016-11-22 7:57:33,39.59
BHMNCPNST01,485,195,2016-11-22 8:31:33,40.21
BHMNCPNST01,485,208,2016-11-22 9:04:34,42.89
BHMNCPNST01,485,219,2016-11-22 9:31:35,45.15
BHMNCPNST01,485,221,2016-11-22 10:04:34,45.57
BHMNCPNST01,485,242,2016-11-22 10:31:37,49.9
BHMNCPNST01,485,250,2016-11-22 11:04:34,51.55
BHMNCPNST01,485,269,2016-11-22 11:31:35,55.46
BHMNCPNST01,485,280,2016-11-22 12:04:36,57.73
BHMNCPNST01,485,283,2016-11-22 12:31:37,58.35
BHMNCPNST01,485,288,2016-11-22 12:57:35,59.38
BHMNCPNST01,485,293,2016-11-22 13:31:38,60.41
BHMNCPNST01,485,295,2016-11-22 13:51:38,60.82
BHMNCPNST01,485,285,2016-11-22 14:31:37,58.76
BHMNCPNST01,485,272,2016-11-22 14:57:38,56.08
BHMNCPNST01,485,257,2016-11-22 15:31:37,52.99
BHMNCPNST01,485,243,2016-11-22 15:57:37,50.1
BHMNCPNST01,485,223,2016-11-22 16:30:38,45.98
BHMNCPNST01,485,205,2016-11-23 8:04:40,42.27
BHMNCPNST01,485,214,2016-11-23 8:30:41,44.12
BHMNCPNST01,485,222,2016-11-23 8:57:42,45.77
BHMNCPNST01,485,247,2016-11-23 9:31:23,50.93
BHMNCPNST01,485,265,2016-11-23 10:04:40,54.64
BHMNCPNST01,485,285,2016-11-23 10:31:36,58.76
BHMNCPNST01,485,303,2016-11-23 11:04:42,62.47
BHMNCPNST01,485,311,2016-11-23 11:31:44,64.12
BHMNCPNST01,485,329,2016-11-23 11:57:41,67.84
BHMNCPNST01,485,335,2016-11-23 12:31:44,69.07
BHMNCPNST01,485,335,2016-11-23 13:04:45,69.07
BHMNCPNST01,485,339,2016-11-23 13:31:41,69.9
BHMNCPNST01,485,342,2016-11-23 13:51:44,70.52
BHMNCPNST01,485,343,2016-11-23 14:30:43,70.72
BHMNCPNST01,485,335,2016-11-23 15:04:43,69.07
BHMNCPNST01,485,321,2016-11-23 15:31:42,66.19
BHMNCPNST01,485,306,2016-11-23 16:04:46,63.09
BHMNCPNST01,485,295,2016-11-23 16:30:42,60.82
BHMNCPNST01,485,203,2016-11-24 8:00:47,41.86
BHMNCPNST01,485,202,2016-11-24 8:27:47,41.65
BHMNCPNST01,485,216,2016-11-24 9:00:48,44.54
BHMNCPNST01,485,231,2016-11-24 9:34:49,47.63
BHMNCPNST01,485,244,2016-11-24 10:01:47,50.31
BHMNCPNST01,485,266,2016-11-24 10:27:47,54.85
BHMNCPNST01,485,278,2016-11-24 11:00:49,57.32
BHMNCPNST01,485,282,2016-11-24 11:27:51,58.14
BHMNCPNST01,485,281,2016-11-24 12:00:50,57.94
BHMNCPNST01,485,290,2016-11-24 12:30:48,59.79
BHMNCPNST01,485,299,2016-11-24 13:04:50,61.65
BHMNCPNST01,485,294,2016-11-24 13:30:51,60.62
BHMNCPNST01,485,296,2016-11-24 13:57:51,61.03
BHMNCPNST01,485,291,2016-11-24 14:30:52,60
BHMNCPNST01,485,280,2016-11-24 14:57:51,57.73
BHMNCPNST01,485,270,2016-11-24 15:31:49,55.67
BHMNCPNST01,485,250,2016-11-24 15:57:49,51.55
BHMNCPNST01,485,238,2016-11-24 16:31:53,49.07
BHMNCPNST01,485,205,2016-11-25 8:00:57,42.27
BHMNCPNST01,485,205,2016-11-25 8:00:57,42.27
BHMNCPNST01,485,235,2016-11-25 9:00:56,48.45
BHMNCPNST01,485,251,2016-11-25 9:27:55,51.75
BHMNCPNST01,485,261,2016-11-25 10:00:56,53.81
BHMNCPNST01,485,263,2016-11-25 10:27:56,54.23
BHMNCPNST01,485,277,2016-11-25 11:00:55,57.11
BHMNCPNST01,485,285,2016-11-25 11:27:55,58.76
BHMNCPNST01,485,308,2016-11-25 12:00:56,63.51
BHMNCPNST01,485,312,2016-11-25 12:34:55,64.33
BHMNCPNST01,485,319,2016-11-25 13:00:58,65.77
BHMNCPNST01,485,331,2016-11-25 13:27:56,68.25
BHMNCPNST01,485,331,2016-11-25 14:00:58,68.25
BHMNCPNST01,485,323,2016-11-25 14:34:59,66.6
BHMNCPNST01,485,313,2016-11-25 15:00:56,64.54
BHMNCPNST01,485,299,2016-11-25 15:27:59,61.65
BHMNCPNST01,485,278,2016-11-25 16:00:59,57.32
BHMNCPNST01,485,262,2016-11-25 16:27:58,54.02
BHMNCPNST01,485,241,2016-11-26 7:55:00,49.69
BHMNCPNST01,485,242,2016-11-26 8:28:01,49.9
BHMNCPNST01,485,253,2016-11-26 9:01:01,52.16
BHMNCPNST01,485,267,2016-11-26 9:35:02,55.05
BHMNCPNST01,485,288,2016-11-26 10:01:04,59.38
BHMNCPNST01,485,310,2016-11-26 10:35:03,63.92
BHMNCPNST01,485,321,2016-11-26 11:01:03,66.19
BHMNCPNST01,485,337,2016-11-26 11:28:02,69.48
BHMNCPNST01,485,371,2016-11-26 12:01:04,76.49
BHMNCPNST01,485,408,2016-11-26 12:28:02,84.12
BHMNCPNST01,485,418,2016-11-26 13:01:03,86.19
BHMNCPNST01,485,440,2016-11-26 13:28:04,90.72
BHMNCPNST01,485,451,2016-11-26 14:01:02,92.99
BHMNCPNST01,485,443,2016-11-26 14:41:04,91.34
BHMNCPNST01,485,442,2016-11-26 15:01:02,91.13
BHMNCPNST01,485,460,2016-11-26 15:28:04,94.85
BHMNCPNST01,485,465,2016-11-26 16:01:04,95.88
BHMNCPNST01,485,467,2016-11-26 16:28:05,96.29
BHMNCPNST01,485,264,2016-11-27 8:32:19,54.43
BHMNCPNST01,485,264,2016-11-27 8:32:19,54.43
BHMNCPNST01,485,266,2016-11-27 8:58:19,54.85
BHMNCPNST01,485,265,2016-11-27 9:32:21,54.64
BHMNCPNST01,485,257,2016-11-27 9:58:24,52.99
BHMNCPNST01,485,258,2016-11-27 10:22:24,53.2
BHMNCPNST01,485,259,2016-11-27 10:58:21,53.4
BHMNCPNST01,485,257,2016-11-27 11:22:24,52.99
BHMNCPNST01,485,272,2016-11-27 11:55:19,56.08
BHMNCPNST01,485,296,2016-11-27 12:32:25,61.03
BHMNCPNST01,485,306,2016-11-27 13:08:25,63.09
BHMNCPNST01,485,319,2016-11-27 13:32:24,65.77
BHMNCPNST01,485,337,2016-11-27 14:02:23,69.48
BHMNCPNST01,485,343,2016-11-27 14:31:20,70.72
BHMNCPNST01,485,333,2016-11-27 14:58:22,68.66
BHMNCPNST01,485,334,2016-11-27 15:25:24,68.87
BHMNCPNST01,485,319,2016-11-27 16:01:23,65.77
BHMNCPNST01,485,301,2016-11-27 16:32:24,62.06
BHMNCPNST01,485,193,2016-11-28 7:42:26,39.79
BHMNCPNST01,485,193,2016-11-28 7:42:26,39.79
BHMNCPNST01,485,193,2016-11-28 7:42:26,39.79
BHMNCPNST01,485,193,2016-11-28 7:42:26,39.79
BHMNCPNST01,485,193,2016-11-28 7:42:26,39.79
BHMNCPNST01,485,250,2016-11-28 9:22:29,51.55
BHMNCPNST01,485,268,2016-11-28 9:42:26,55.26
BHMNCPNST01,485,284,2016-11-28 10:05:28,58.56
BHMNCPNST01,485,300,2016-11-28 10:42:28,61.86
BHMNCPNST01,485,308,2016-11-28 11:12:25,63.51
BHMNCPNST01,485,322,2016-11-28 11:42:30,66.39
BHMNCPNST01,485,321,2016-11-28 12:05:27,66.19
BHMNCPNST01,485,322,2016-11-28 13:02:26,66.39
BHMNCPNST01,485,318,2016-11-28 13:42:25,65.57
BHMNCPNST01,485,310,2016-11-28 14:25:31,63.92
BHMNCPNST01,485,285,2016-11-28 15:35:31,58.76
BHMNCPNST01,485,266,2016-11-28 15:52:30,54.85
BHMNCPNST01,485,245,2016-11-28 16:28:27,50.52
BHMNCPNST01,485,228,2016-11-29 7:55:29,47.01
BHMNCPNST01,485,238,2016-11-29 8:28:33,49.07
BHMNCPNST01,485,247,2016-11-29 9:02:35,50.93
BHMNCPNST01,485,259,2016-11-29 9:28:32,53.4
BHMNCPNST01,485,284,2016-11-29 10:01:30,58.56
BHMNCPNST01,485,295,2016-11-29 10:28:34,60.82
BHMNCPNST01,485,313,2016-11-29 11:01:36,64.54
BHMNCPNST01,485,325,2016-11-29 11:28:34,67.01
BHMNCPNST01,485,319,2016-11-29 11:55:30,65.77
BHMNCPNST01,485,320,2016-11-29 12:28:36,65.98
BHMNCPNST01,485,327,2016-11-29 13:02:35,67.42
BHMNCPNST01,485,332,2016-11-29 13:28:30,68.45
BHMNCPNST01,485,336,2016-11-29 14:01:32,69.28
BHMNCPNST01,485,335,2016-11-29 14:22:37,69.07
BHMNCPNST01,485,335,2016-11-29 14:55:34,69.07
BHMNCPNST01,485,308,2016-11-29 15:28:35,63.51
BHMNCPNST01,485,295,2016-11-29 16:02:35,60.82
BHMNCPNST01,485,271,2016-11-29 16:28:34,55.88
BHMNCPNST01,485,203,2016-11-30 8:02:35,41.86
BHMNCPNST01,485,222,2016-11-30 8:28:35,45.77
BHMNCPNST01,485,245,2016-11-30 9:01:35,50.52
BHMNCPNST01,485,269,2016-11-30 9:28:40,55.46
BHMNCPNST01,485,301,2016-11-30 10:01:40,62.06
BHMNCPNST01,485,317,2016-11-30 10:28:38,65.36
BHMNCPNST01,485,329,2016-11-30 10:55:36,67.84
BHMNCPNST01,485,337,2016-11-30 11:22:40,69.48
BHMNCPNST01,485,342,2016-11-30 12:01:36,70.52
BHMNCPNST01,485,348,2016-11-30 12:28:37,71.75
BHMNCPNST01,485,336,2016-11-30 13:01:39,69.28
BHMNCPNST01,485,325,2016-11-30 13:28:41,67.01
BHMNCPNST01,485,332,2016-11-30 14:01:36,68.45
BHMNCPNST01,485,318,2016-11-30 14:28:40,65.57
BHMNCPNST01,485,308,2016-11-30 15:01:39,63.51
BHMNCPNST01,485,299,2016-11-30 15:28:40,61.65
BHMNCPNST01,485,280,2016-11-30 16:01:39,57.73
BHMNCPNST01,485,262,2016-11-30 16:28:40,54.02
BHMNCPNST01,485,221,2016-12-01 8:05:40,45.57
BHMNCPNST01,485,228,2016-12-01 8:25:46,47.01
BHMNCPNST01,485,245,2016-12-01 8:58:41,50.52
BHMNCPNST01,485,265,2016-12-01 9:25:44,54.64
BHMNCPNST01,485,298,2016-12-01 9:58:41,61.44
BHMNCPNST01,485,328,2016-12-01 10:25:43,67.63
BHMNCPNST01,485,346,2016-12-01 10:52:45,71.34
BHMNCPNST01,485,364,2016-12-01 11:32:41,75.05
BHMNCPNST01,485,366,2016-12-01 11:58:45,75.46
BHMNCPNST01,485,360,2016-12-01 12:25:45,74.23
BHMNCPNST01,485,360,2016-12-01 12:58:47,74.23
BHMNCPNST01,485,375,2016-12-01 13:25:45,77.32
BHMNCPNST01,485,381,2016-12-01 13:58:48,78.56
BHMNCPNST01,485,378,2016-12-01 14:18:43,77.94
BHMNCPNST01,485,368,2016-12-01 14:58:46,75.88
BHMNCPNST01,485,347,2016-12-01 15:25:42,71.55
BHMNCPNST01,485,331,2016-12-01 15:58:47,68.25
BHMNCPNST01,485,321,2016-12-01 16:25:44,66.19
BHMNCPNST01,485,207,2016-12-02 7:55:49,42.68
BHMNCPNST01,485,206,2016-12-02 8:21:49,42.47
BHMNCPNST01,485,214,2016-12-02 9:01:49,44.12
BHMNCPNST01,485,226,2016-12-02 9:28:50,46.6
BHMNCPNST01,485,232,2016-12-02 10:02:52,47.84
BHMNCPNST01,485,230,2016-12-02 10:28:53,47.42
BHMNCPNST01,485,225,2016-12-02 11:01:53,46.39
BHMNCPNST01,485,226,2016-12-02 11:28:49,46.6
BHMNCPNST01,485,232,2016-12-02 11:55:50,47.84
BHMNCPNST01,485,231,2016-12-02 12:28:52,47.63
BHMNCPNST01,485,234,2016-12-02 12:58:51,48.25
BHMNCPNST01,485,236,2016-12-02 13:25:52,48.66
BHMNCPNST01,485,243,2016-12-02 13:58:53,50.1
BHMNCPNST01,485,241,2016-12-02 14:25:50,49.69
BHMNCPNST01,485,234,2016-12-02 14:58:50,48.25
BHMNCPNST01,485,222,2016-12-02 15:31:52,45.77
BHMNCPNST01,485,197,2016-12-02 15:58:52,40.62
BHMNCPNST01,485,185,2016-12-02 16:32:54,38.14
BHMNCPNST01,485,136,2016-12-05 7:56:03,28.04
BHMNCPNST01,485,150,2016-12-05 8:29:08,30.93
BHMNCPNST01,485,157,2016-12-05 9:02:08,32.37
BHMNCPNST01,485,173,2016-12-05 9:29:08,35.67
BHMNCPNST01,485,192,2016-12-05 10:03:04,39.59
BHMNCPNST01,485,203,2016-12-05 10:29:08,41.86
BHMNCPNST01,485,223,2016-12-05 10:56:07,45.98
BHMNCPNST01,485,229,2016-12-05 11:29:09,47.22
BHMNCPNST01,485,234,2016-12-05 11:56:10,48.25
BHMNCPNST01,485,241,2016-12-05 12:29:10,49.69
BHMNCPNST01,485,241,2016-12-05 13:02:08,49.69
BHMNCPNST01,485,243,2016-12-05 13:29:09,50.1
BHMNCPNST01,485,241,2016-12-05 14:02:11,49.69
BHMNCPNST01,485,225,2016-12-05 14:29:08,46.39
BHMNCPNST01,485,222,2016-12-05 15:02:10,45.77
BHMNCPNST01,485,211,2016-12-05 15:29:11,43.51
BHMNCPNST01,485,202,2016-12-05 16:02:11,41.65
BHMNCPNST01,485,185,2016-12-05 16:29:05,38.14
BHMNCPNST01,485,157,2016-12-06 7:56:10,32.37
BHMNCPNST01,485,168,2016-12-06 8:29:11,34.64
BHMNCPNST01,485,184,2016-12-06 8:56:10,37.94
BHMNCPNST01,485,206,2016-12-06 9:29:14,42.47
BHMNCPNST01,485,237,2016-12-06 10:02:12,48.87
BHMNCPNST01,485,253,2016-12-06 10:29:11,52.16
BHMNCPNST01,485,264,2016-12-06 11:02:16,54.43
BHMNCPNST01,485,275,2016-12-06 11:29:14,56.7
BHMNCPNST01,485,282,2016-12-06 11:56:16,58.14
BHMNCPNST01,485,289,2016-12-06 12:29:11,59.59
BHMNCPNST01,485,290,2016-12-06 12:56:16,59.79
BHMNCPNST01,485,296,2016-12-06 13:29:16,61.03
BHMNCPNST01,485,301,2016-12-06 14:02:16,62.06
BHMNCPNST01,485,290,2016-12-06 14:29:14,59.79
BHMNCPNST01,485,279,2016-12-06 15:02:17,57.53
BHMNCPNST01,485,261,2016-12-06 15:29:17,53.81
BHMNCPNST01,485,238,2016-12-06 15:56:16,49.07
BHMNCPNST01,485,207,2016-12-06 16:29:16,42.68
BHMNCPNST01,485,162,2016-12-07 7:59:16,33.4
BHMNCPNST01,485,172,2016-12-07 8:26:20,35.46
BHMNCPNST01,485,186,2016-12-07 8:52:21,38.35
BHMNCPNST01,485,205,2016-12-07 9:26:22,42.27
BHMNCPNST01,485,225,2016-12-07 9:59:20,46.39
BHMNCPNST01,485,241,2016-12-07 10:26:21,49.69
BHMNCPNST01,485,273,2016-12-07 10:59:20,56.29
BHMNCPNST01,485,284,2016-12-07 11:19:22,58.56
BHMNCPNST01,485,298,2016-12-07 11:59:20,61.44
BHMNCPNST01,485,306,2016-12-07 12:19:19,63.09
BHMNCPNST01,485,320,2016-12-07 12:59:22,65.98
BHMNCPNST01,485,333,2016-12-07 13:26:23,68.66
BHMNCPNST01,485,342,2016-12-07 13:59:22,70.52
BHMNCPNST01,485,345,2016-12-07 14:26:23,71.13
BHMNCPNST01,485,329,2016-12-07 14:59:22,67.84
BHMNCPNST01,485,318,2016-12-07 15:32:22,65.57
BHMNCPNST01,485,307,2016-12-07 15:59:23,63.3
BHMNCPNST01,485,286,2016-12-07 16:32:23,58.97
BHMNCPNST01,485,179,2016-12-08 7:59:25,36.91
BHMNCPNST01,485,188,2016-12-08 8:26:27,38.76
BHMNCPNST01,485,202,2016-12-08 8:59:24,41.65
BHMNCPNST01,485,229,2016-12-08 9:26:27,47.22
BHMNCPNST01,485,278,2016-12-08 9:59:28,57.32
BHMNCPNST01,485,312,2016-12-08 10:32:22,64.33
BHMNCPNST01,485,326,2016-12-08 10:59:25,67.22
BHMNCPNST01,485,345,2016-12-08 11:32:28,71.13
BHMNCPNST01,485,344,2016-12-08 11:59:28,70.93
BHMNCPNST01,485,347,2016-12-08 12:25:24,71.55
BHMNCPNST01,485,355,2016-12-08 12:59:24,73.2
BHMNCPNST01,485,342,2016-12-08 13:25:28,70.52
BHMNCPNST01,485,342,2016-12-08 13:59:28,70.52
BHMNCPNST01,485,340,2016-12-08 14:26:29,70.1
BHMNCPNST01,485,323,2016-12-08 14:59:29,66.6
BHMNCPNST01,485,321,2016-12-08 15:26:23,66.19
BHMNCPNST01,485,292,2016-12-08 15:59:27,60.21
BHMNCPNST01,485,277,2016-12-08 16:32:27,57.11
BHMNCPNST01,485,245,2016-12-09 8:02:30,50.52
BHMNCPNST01,485,255,2016-12-09 8:29:28,52.58
BHMNCPNST01,485,258,2016-12-09 8:55:33,53.2
BHMNCPNST01,485,267,2016-12-09 9:29:31,55.05
BHMNCPNST01,485,275,2016-12-09 9:55:30,56.7
BHMNCPNST01,485,275,2016-12-09 10:29:29,56.7
BHMNCPNST01,485,275,2016-12-09 10:56:33,56.7
BHMNCPNST01,485,275,2016-12-09 11:29:33,56.7
BHMNCPNST01,485,274,2016-12-09 11:56:32,56.49
BHMNCPNST01,485,276,2016-12-09 12:29:31,56.91
BHMNCPNST01,485,284,2016-12-09 13:02:32,58.56
BHMNCPNST01,485,287,2016-12-09 13:29:31,59.18
BHMNCPNST01,485,278,2016-12-09 14:02:34,57.32
BHMNCPNST01,485,265,2016-12-09 14:29:33,54.64
BHMNCPNST01,485,261,2016-12-09 14:56:31,53.81
BHMNCPNST01,485,249,2016-12-09 15:29:34,51.34
BHMNCPNST01,485,245,2016-12-09 16:02:32,50.52
BHMNCPNST01,485,231,2016-12-09 16:29:30,47.63
BHMNCPNST01,485,212,2016-12-10 7:45:37,43.71
BHMNCPNST01,485,212,2016-12-10 8:12:38,43.71
BHMNCPNST01,485,215,2016-12-10 9:02:35,44.33
BHMNCPNST01,485,213,2016-12-10 9:29:38,43.92
BHMNCPNST01,485,215,2016-12-10 9:55:38,44.33
BHMNCPNST01,485,215,2016-12-10 10:29:38,44.33
BHMNCPNST01,485,213,2016-12-10 11:02:39,43.92
BHMNCPNST01,485,223,2016-12-10 11:29:39,45.98
BHMNCPNST01,485,241,2016-12-10 12:02:38,49.69
BHMNCPNST01,485,269,2016-12-10 12:29:40,55.46
BHMNCPNST01,485,294,2016-12-10 12:55:40,60.62
BHMNCPNST01,485,329,2016-12-10 13:29:39,67.84
BHMNCPNST01,485,350,2016-12-10 13:56:35,72.16
BHMNCPNST01,485,365,2016-12-10 14:22:38,75.26
BHMNCPNST01,485,367,2016-12-10 14:59:36,75.67
BHMNCPNST01,485,367,2016-12-10 15:25:39,75.67
BHMNCPNST01,485,364,2016-12-10 15:59:39,75.05
BHMNCPNST01,485,344,2016-12-10 16:25:40,70.93
BHMNCPNST01,485,225,2016-12-11 8:02:39,46.39
BHMNCPNST01,485,227,2016-12-11 8:15:44,46.8
BHMNCPNST01,485,229,2016-12-11 8:59:45,47.22
BHMNCPNST01,485,230,2016-12-11 9:26:44,47.42
BHMNCPNST01,485,227,2016-12-11 9:59:44,46.8
BHMNCPNST01,485,227,2016-12-11 10:25:42,46.8
BHMNCPNST01,485,225,2016-12-11 10:59:45,46.39
BHMNCPNST01,485,245,2016-12-11 11:26:10,50.52
BHMNCPNST01,485,268,2016-12-11 11:59:45,55.26
BHMNCPNST01,485,287,2016-12-11 12:32:41,59.18
BHMNCPNST01,485,290,2016-12-11 13:05:46,59.79
BHMNCPNST01,485,307,2016-12-11 13:26:45,63.3
BHMNCPNST01,485,335,2016-12-11 13:59:44,69.07
BHMNCPNST01,485,336,2016-12-11 14:32:44,69.28
BHMNCPNST01,485,337,2016-12-11 14:59:43,69.48
BHMNCPNST01,485,329,2016-12-11 15:25:45,67.84
BHMNCPNST01,485,299,2016-12-11 15:59:46,61.65
BHMNCPNST01,485,280,2016-12-11 16:25:46,57.73
BHMNCPNST01,485,158,2016-12-12 8:02:45,32.58
BHMNCPNST01,485,171,2016-12-12 8:29:50,35.26
BHMNCPNST01,485,188,2016-12-12 9:02:45,38.76
BHMNCPNST01,485,204,2016-12-12 9:29:48,42.06
BHMNCPNST01,485,232,2016-12-12 10:02:49,47.84
BHMNCPNST01,485,247,2016-12-12 10:29:50,50.93
BHMNCPNST01,485,256,2016-12-12 11:02:50,52.78
BHMNCPNST01,485,271,2016-12-12 11:29:51,55.88
BHMNCPNST01,485,279,2016-12-12 11:55:49,57.53
BHMNCPNST01,485,285,2016-12-12 12:29:50,58.76
BHMNCPNST01,485,284,2016-12-12 12:56:46,58.56
BHMNCPNST01,485,286,2016-12-12 13:29:50,58.97
BHMNCPNST01,485,282,2016-12-12 14:02:50,58.14
BHMNCPNST01,485,283,2016-12-12 14:29:49,58.35
BHMNCPNST01,485,282,2016-12-12 14:55:51,58.14
BHMNCPNST01,485,282,2016-12-12 15:29:47,58.14
BHMNCPNST01,485,282,2016-12-12 15:56:51,58.14
BHMNCPNST01,485,276,2016-12-12 16:29:51,56.91
BHMNCPNST01,485,193,2016-12-13 8:02:51,39.79
BHMNCPNST01,485,201,2016-12-13 8:29:53,41.44
BHMNCPNST01,485,219,2016-12-13 9:02:55,45.15
BHMNCPNST01,485,235,2016-12-13 9:29:54,48.45
BHMNCPNST01,485,254,2016-12-13 9:55:56,52.37
BHMNCPNST01,485,274,2016-12-13 10:29:54,56.49
BHMNCPNST01,485,285,2016-12-13 11:02:54,58.76
BHMNCPNST01,485,288,2016-12-13 11:29:55,59.38
BHMNCPNST01,485,297,2016-12-13 12:02:55,61.24
BHMNCPNST01,485,307,2016-12-13 12:29:55,63.3
BHMNCPNST01,485,304,2016-12-13 13:02:55,62.68
BHMNCPNST01,485,309,2016-12-13 13:55:56,63.71
BHMNCPNST01,485,291,2016-12-13 14:29:57,60
BHMNCPNST01,485,283,2016-12-13 14:56:52,58.35
BHMNCPNST01,485,270,2016-12-13 15:28:52,55.67
BHMNCPNST01,485,264,2016-12-13 16:02:56,54.43
BHMNCPNST01,485,255,2016-12-13 16:29:56,52.58
BHMNCPNST01,485,197,2016-12-14 7:55:56,40.62
BHMNCPNST01,485,205,2016-12-14 8:43:00,42.27
BHMNCPNST01,485,212,2016-12-14 9:03:01,43.71
BHMNCPNST01,485,217,2016-12-14 9:29:57,44.74
BHMNCPNST01,485,237,2016-12-14 10:02:59,48.87
BHMNCPNST01,485,248,2016-12-14 10:30:01,51.13
BHMNCPNST01,485,257,2016-12-14 11:30:01,52.99
BHMNCPNST01,485,267,2016-12-14 12:02:58,55.05
BHMNCPNST01,485,262,2016-12-14 12:30:00,54.02
BHMNCPNST01,485,267,2016-12-14 13:03:02,55.05
BHMNCPNST01,485,273,2016-12-14 13:29:57,56.29
BHMNCPNST01,485,302,2016-12-14 14:03:00,62.27
BHMNCPNST01,485,305,2016-12-14 14:30:01,62.89
BHMNCPNST01,485,303,2016-12-14 14:56:03,62.47
BHMNCPNST01,485,285,2016-12-14 15:30:00,58.76
BHMNCPNST01,485,279,2016-12-14 15:56:02,57.53
BHMNCPNST01,485,264,2016-12-14 16:30:00,54.43
BHMNCPNST01,485,204,2016-12-15 7:43:02,42.06
BHMNCPNST01,485,220,2016-12-15 8:30:06,45.36
BHMNCPNST01,485,228,2016-12-15 9:03:06,47.01
BHMNCPNST01,485,243,2016-12-15 9:30:04,50.1
BHMNCPNST01,485,265,2016-12-15 9:57:02,54.64
BHMNCPNST01,485,277,2016-12-15 10:30:07,57.11
BHMNCPNST01,485,284,2016-12-15 11:03:05,58.56
BHMNCPNST01,485,286,2016-12-15 11:09:07,58.97
BHMNCPNST01,485,298,2016-12-15 12:00:02,61.44
BHMNCPNST01,485,305,2016-12-15 12:26:03,62.89
BHMNCPNST01,485,320,2016-12-15 13:00:07,65.98
BHMNCPNST01,485,330,2016-12-15 13:26:08,68.04
BHMNCPNST01,485,334,2016-12-15 14:00:06,68.87
BHMNCPNST01,485,332,2016-12-15 14:26:06,68.45
BHMNCPNST01,485,326,2016-12-15 15:00:07,67.22
BHMNCPNST01,485,326,2016-12-15 15:26:03,67.22
BHMNCPNST01,485,320,2016-12-15 16:03:03,65.98
BHMNCPNST01,485,315,2016-12-15 16:30:07,64.95
BHMNCPNST01,485,259,2016-12-16 7:59:09,53.4
BHMNCPNST01,485,277,2016-12-16 8:30:12,57.11
BHMNCPNST01,485,284,2016-12-16 9:03:07,58.56
BHMNCPNST01,485,292,2016-12-16 9:30:12,60.21
BHMNCPNST01,485,288,2016-12-16 10:03:09,59.38
BHMNCPNST01,485,281,2016-12-16 10:29:08,57.94
BHMNCPNST01,485,275,2016-12-16 11:03:08,56.7
BHMNCPNST01,485,269,2016-12-16 11:30:10,55.46
BHMNCPNST01,485,261,2016-12-16 11:56:10,53.81
BHMNCPNST01,485,258,2016-12-16 12:30:11,53.2
